headword,CEFR,pos,Translation
whale,B1,noun,고래
wheat,B2,noun,밀
wheel,A1,noun,바퀴
wheelchair,A2,noun,바퀴 달린 의자
when,A1,adverb,언제
whenever,B1,adverb,언제든지
where,A1,adverb,어디
whereas,B2,conjunction,반면
wherever,B1,conjunction,대체 어디로
whether,B1,conjunction,~이든
while,A2,conjunction,~하는 동안
whip,B2,verb,채찍
whiskey/whisky,B2,noun,위스키
whisper,B1,noun,속삭임
whistle,B1,noun,휘파람
white,A1,adjective,하얀색
whoever,B1,pronoun,누구나
whole,A2,adjective,전체
whom,A2,pronoun,누구
why,A1,adverb,왜
wide,A2,adjective,넓은
widely,A2,adverb,넓게
widen,B2,verb,넓히다
widespread,B1,adjective,펼친
widow,B2,noun,과부
width,B2,noun,너비
wife,A1,noun,부인
wild,A2,adjective,야생의
wilderness,B2,noun,황야
wildlife,B1,noun,야생 동물
wildly,B1,adverb,격렬하게
will,A1,modal auxiliary,~ 할 것이다
willing,B2,adjective,자발적인
willingly,B2,adverb,기꺼이
willingness,B1,noun,쾌히 하기
win,B2,noun,이기다
wind,A1,noun,바람
winding,B2,adjective,굴곡
window,A1,noun,창문
windscreen,B1,noun,윈드 스크린
windshield,B2,noun,바람막이 유리
windsurfing,B1,noun,윈드 서핑
windy,A2,adjective,깜짝 놀란
wine,A2,noun,와인
wing,B1,noun,날개
wink,B2,noun,눈짓
winner,A2,noun,우승자
winter,A1,noun,겨울
wipe,B2,verb,닦음
wire,B1,noun,철사
wisdom,A2,noun,지혜
wise,A2,adjective,지혜로운
wish,A1,noun,소망
wit,B2,noun,재치
with,A1,preposition,~와 함께
withdraw,B2,verb,철회하다
withdrawal,B2,noun,철수
wither,B1,verb,시들다
within,A2,preposition,이내에
without,A2,preposition,없이
witness,B2,noun,증인
witty,B2,adjective,재치 있는
wizard,B1,adjective,마법사
wolf,B2,noun,늑대
woman,A1,noun,여성
wonder,B1,noun,궁금하다
wonderful,A1,adjective,아주 멋진
wondrous,B2,adjective,놀랄 만한
wood,A2,noun,목재
woodcarving,B2,noun,목각
wooden,A2,adjective,멍청한
wool,A2,noun,양모
word,A1,noun,단어
wordlessly,B2,adverb,말없이
work,A1,noun,일하다
workaholic,B2,adjective,워커 홀릭
workbench,B2,noun,워크 벤치
worker,A1,noun,노동자
working,B1,adjective,일하고 있는
workman,B2,noun,노동자
workout,B1,noun,운동하다
workplace,B1,noun,직장
workshop,B1,noun,작업장
worktable,B2,noun,작업대
world,A1,noun,세계
worldly,B2,adjective,세상
worldview,B2,noun,세계관
worldwide,B2,adjective,세계적인
worm,B2,noun,벌레
worn,B1,adjective,착용
wornout/worn out/worn-out,B2,adjective,낡아빠진
worried,A2,adjective,걱정하는
worry,A1,noun,걱정하다
worrying,B2,adjective,걱정
worse,A2,adjective,더 나쁜
worsen,B2,verb,더 나쁘게 하다
worship,B2,noun,예배
worst,A2,adjective,최악의
worth,B1,adjective,가치
worthless,B2,adjective,가치 없는
worthwhile,B1,adjective,할 보람 있는
worthy,B1,adjective,가치 있는
would,A1,modal auxiliary,~일 것이다
wound,B1,noun,상처
wrap,B1,noun,포장하다
wrapping,B1,noun,포장
wreck,B2,noun,난파선
wrist,B1,noun,손목
wristwatch,B1,noun,손목 시계
write,A1,verb,쓰다
writer,A1,noun,작가
writing,A2,noun,글쓰기
written,B1,adjective,쓴
wrong,A1,adjective,잘못된
wrongly,B2,adverb,잘못
X-ray,B2,noun,엑스레이
yacht,B2,noun,요트
yard,A1,noun,마당
yawn,B2,noun,하품
year,A1,noun,년도
yearn,B2,verb,불쌍히 여기다
yell,B1,noun,소리치다
yellow,A1,adjective,노란색
yes,A1,adverb,예
yesterday,A1,adverb,어제
yet,A1,adverb,아직
yield,B2,verb,생산하다
yoga,B1,noun,요가
yogurt/yoghurt,A1,noun,요거트
you,A1,pronoun,너
young,A1,adjective,어린
yours,A1,pronoun,당신 것
yourself,A1,pronoun,당신 자신
youth,A2,noun,청년
youthful,B2,adjective,젊은
yummy,B2,adjective,아주 맛있는
zebra,B2,noun,얼룩말
zip,B2,noun,지퍼
zone,A2,noun,존
zoo,A1,noun,동물원
zoom,B2,noun,줌
exterior,C1,noun,외부
cloak,C1,noun,망토
timid,C1,adjective,소심한
reluctantly,C1,adverb,마지 못해
concur,C1,verb,동의하다
avid,C1,adjective,욕심 많은
marvel,C1,verb,마블
enviable,C1,adverb,부러워
organizational,C1,adjective,조직
psychiatrist,C1,noun,정신과 의사
psychiatric,C1,adjective,정신과
clinical,C1,adjective,객관적인
corps,C1,noun,군단
forensic,C1,adjective,법의학
juvenile,C1,noun,소년
jurisdiction,C1,noun,관할권
accustomed,C1,adjective,익숙한
trauma,C1,noun,외상
traumatic,C1,adjective,외상성
constraint,C1,noun,강제
revealing,C1,adjective,공개
eccentric,C1,adjective,별난
sanctity,C1,noun,신성
conform,C1,verb,순응하다
norms,C1,noun,규범
quirk,C1,noun,경구
oddity,C1,noun,괴벽
compel,C1,verb,강요하다
compulsion,C1,noun,강제
assertion,C1,noun,역설
individuality,C1,noun,개성
psyche,C1,noun,프시케
conformity,C1,noun,적합성
unconventional,C1,adjective,비전통적인
congregate,C1,verb,모이다
resent,C1,verb,화내다
self-conscious,C1,adjective,자의식
wary,C1,adjective,조심성 있는
stoke,C1,verb,불을 떼다
dynamically,C1,adverb,동적으로
hostess,C1,noun,안주인
perpetuate,C1,verb,영속
naturalness,C1,noun,자연
exhibitionist,C1,noun,전시 학자
isolate,C1,verb,분리하다
isolated,C1,adjective,외딴
refreshingly,C1,adverb,상쾌하게
effortless,C1,adjective,힘들지않은
vegetation,C1,noun,초목
respite,C1,noun,유예
suffice,C1,verb,충분하다
purity,C1,noun,청정
gruelling,C1,adjective,잔인한
comprise,C1,verb,이루다
plaster,C1,noun,벽토
darkroom,C1,noun,암실
induct,C1,verb,유도
induction,C1,noun,유도
fossil,C1,noun,화석
geological,C1,adjective,지질학적
geologically,C1,adverb,지질학적으로
specimen,C1,noun,표본
enormously,C1,adverb,엄청나게
gem,C1,noun,보석
explanatory,C1,adjective,설명
vertical,C1,adjective,수직의
knowledgeable,C1,adjective,지식이 풍부한
ordinarily,C1,adverb,일반적으로
formulate,C1,verb,공식
resin,C1,noun,수지
sacrifice,C1,noun,희생
cleanly,C1,adverb,깨끗하게
endorsement,C1,noun,배서
stretching,C1,noun,스트레칭
continuity,C1,noun,연속성
shambles,C1,noun,도살장
claustrophobic,C1,adjective,폐소 공포증
claustrophobia,C1,noun,밀실 공포증
headstrong,C1,adjective,완고한
tact,C1,noun,재치
tactful,C1,adjective,재치 있는
tactfully,C1,adverb,재치있게
blister,C1,noun,수포
sponsorship,C1,noun,후원
ego,C1,noun,자아
saloon,C1,noun,큰 홀
beforehand,C1,adverb,미리
slob,C1,noun,진흙
coverage,C1,noun,적용 범위
unplug,C1,verb,플러그를 뽑다
gadget,C1,noun,간단한 기계 장치
rediscover,C1,verb,재발견
subtly,C1,adverb,미묘하게
brainwash,C1,verb,세뇌
brainwashing,C1,noun,세뇌
implicate,C1,verb,얽히게 하다
malfunction,C1,verb,부조
wayside,C1,noun,길가
expire,C1,verb,내쉬다
con,C1,verb,범죄자
damply,C1,adverb,축축한
ghostly,C1,adjective,아리송한
carrier,C1,noun,담체
washtub,C1,noun,세탁 대야
apt,C1,adjective,적절한
apt to,C1,verb,적절한
portable,C1,adjective,가지고 다닐 수 있는
ornamental,C1,adjective,장식
placid,C1,adjective,온화한
placidly,C1,adverb,뚜렷하게
unmanageable,C1,adjective,다루기 힘든
appliance,C1,noun,기구
relinquish,C1,verb,포기
tedious,C1,adjective,지루한
tedium,C1,noun,지겨움
exert,C1,verb,발휘
extortion,C1,noun,강요
alleviate,C1,verb,덜다
elaborate,C1,adjective,정교한
elaboration,C1,noun,동화
detest,C1,verb,비난
detestable,C1,adjective,혐오스러운
suds,C1,noun,비눗물
agreeable,C1,adjective,기분 좋은
prowl,C1,verb,배회
speculate,C1,verb,추측
speculation,C1,noun,추측
speculative,C1,adjective,위험한
peacock,C1,noun,공작
disdain,C1,noun,경멸감
reenact,C1,verb,재현
torment,C1,verb,고통
extravagance,C1,noun,사치
exploitation,C1,noun,착취
mechanism,C1,noun,기구
hence,C1,adverb,따라서
offspring,C1,noun,자식
oblige,C1,verb,의무
collaborate,C1,verb,공동 작업
collaborator,C1,noun,협력자
collaboration,C1,noun,협동
collaborative,C1,adjective,공동 작업
showy,C1,adjective,화려한
wrangle,C1,verb,논쟁
premise,C1,noun,전제
advantageous,C1,adjective,유리한
parasite,C1,noun,기생물
fanciful,C1,adjective,환상적인
poise,C1,noun,평정
customary,C1,adjective,습관적인
insightful,C1,adjective,통찰력
notable,C1,adjective,주목할 만한
vicious,C1,adjective,나쁜
viciously,C1,adverb,악의적으로
withdrawn,C1,adjective,빼는
torturous,C1,adjective,고문
depict,C1,verb,설명
depiction,C1,noun,묘사
upheaval,C1,noun,대변동
shortlist,C1,verb,후보자
uneventful,C1,adjective,별 볼일 없는
pertinent,C1,adjective,적절한
pertain to,C1,verb,관련
daydream,C1,noun,백일몽
protagonist,C1,noun,주역
simplicity,C1,noun,간단
blockbuster,C1,noun,블록버스터
resonate,C1,verb,공명하다
sequel,C1,noun,계속
irony,C1,noun,반어
acidic,C1,adjective,산성
align,C1,verb,맞추다
alignment,C1,noun,조정
manipulation,C1,noun,시장 조작
suitor,C1,noun,구혼자
deceit,C1,noun,책략
alienate,C1,verb,소외
persuasively,C1,adverb,설득력있게
confinement,C1,noun,제한
minutiae,C1,noun,사소한 점
peasant,C1,noun,농부
inexplicable,C1,adjective,설명 할 수 없는
inexplicably,C1,adverb,설명 할 수 없게
pigeon,C1,noun,비둘기
harass,C1,verb,괴롭히다
harassment,C1,noun,괴롭힘
believably,C1,adverb,믿을 수 없을 정도로
readable,C1,adjective,읽을 수 있는
cleverness,C1,noun,영리
persecute,C1,verb,박해
persecution,C1,noun,박해
smug,C1,adjective,잘난 체하는
smugly,C1,adverb,잘게
ferocious,C1,adjective,사나운
ferociously,C1,adverb,끔찍하게
hostile,C1,adjective,적의
hostility,C1,noun,적의
dismay,C1,verb,당황
methodical,C1,adjective,질서 있는
ruthless,C1,adjective,무자비한
ruthlessness,C1,noun,무자비 함
clan,C1,noun,씨족
privileged,C1,adjective,특권
crumble,C1,verb,무너지다
crumb,C1,noun,빵 부스러기
closeness,C1,noun,근사
rarity,C1,noun,희박
evoke,C1,verb,일깨우다
repel,C1,verb,격퇴
repellant,C1,noun,퇴치자
aqua,C1,adjective,아쿠아
aquarium,C1,noun,수족관
insightfully,C1,adverb,통찰력있게
flashback,C1,noun,플래시백
self-worth,C1,noun,자기 가치
agonize,C1,verb,괴롭히다
cite,C1,verb,인용하다
citation,C1,noun,소환
ecstatically,C1,adverb,황홀하게
pleasurable,C1,adjective,유쾌한
substantially,C1,adverb,대체로
favorably/favourably,C1,adverb,호의적으로
diversity,C1,noun,다양성
elitist,C1,noun,엘리트 주의자
grumble,C1,verb,불평
rumble,C1,verb,끓다
neglectful,C1,adjective,방임의
roundup,C1,noun,모으다
conscientious,C1,adjective,양심적
conscientiously,C1,adverb,양심적으로
indefinite,C1,adjective,무기한
indefinitely,C1,adverb,무기한
atmospheric,C1,adjective,대기
fuse,C1,verb,퓨즈
fusion,C1,noun,퓨전
robust,C1,adjective,건장한
robustly,C1,adverb,견고하게
dismal,C1,adjective,음침한
dismally,C1,adverb,어리석게
crave,C1,verb,갈망
craving,C1,noun,갈망
prospective,C1,adjective,전망
swap,C1,verb,교환
remotely,C1,adverb,떨어져서
violet,C1,adjective,제비꽃
bubbly,C1,adjective,샴페인
chaotically,C1,adverb,혼돈적으로
apprehensive,C1,adjective,불안한
settee,C1,noun,긴 의자
trampoline,C1,noun,트램폴린
stamina,C1,noun,내구력
ploy,C1,noun,일
dither,C1,verb,떨림
overalls,C1,noun,바지
unison,C1,noun,조화
snail,C1,noun,달팽이
bliss,C1,noun,다시 없는 기쁨
inexhaustible,C1,adjective,지칠줄 모르는
acre,C1,noun,에이커
heifer,C1,noun,어린 암소
ewe,C1,noun,암양
adversary,C1,noun,적
victorious,C1,adjective,승리
victoriously,C1,adverb,승리로
profound,C1,adjective,심오한
profoundly,C1,adverb,심하게
baldly,C1,adverb,대머리
bearded,C1,adjective,수염
professionalism,C1,noun,전문 직업 의식
artistically,C1,adverb,예술적으로
popularization,C1,noun,대중화
pendulum,C1,noun,흔들리는 추
predecessor,C1,noun,전임자
lapse,C1,noun,경과
ceaseless,C1,adjective,끊임없는
ceaselessly,C1,adverb,끊임없이
climax,C1,noun,클라이맥스
climactic,C1,adjective,절정
anticlimactic,C1,adjective,항염성
forfeit,C1,verb,박탈
twitch,C1,verb,경련
intellect,C1,noun,지력
descent,C1,noun,하강
exodus,C1,noun,이동
immortalize,C1,verb,불멸
genome,C1,noun,게놈
fraction,C1,noun,분수
faction,C1,noun,파벌
physique,C1,noun,체
utensil,C1,noun,기구
otter,C1,noun,수달
clammy,C1,adjective,클램미
dispense,C1,verb,분배 하다
dispensary,C1,noun,약국
diverge,C1,verb,분기
divergence,C1,noun,분기
divergent,C1,adjective,다른
superficial,C1,adjective,피상적
superficially,C1,adverb,피상적으로
aesthetic,C1,adjective,미적인
aesthetically,C1,adverb,미적으로
scrutinize/scrutinise,C1,verb,면밀히 조사하다
scrutiny,C1,noun,정밀한 조사
quip,C1,noun,경구
woo,C1,verb,우
criteria,C1,noun,기준
plausible,C1,adjective,그럴듯한
plausibility,C1,noun,타당성
plausibly,C1,adverb,그럴듯한
instinctive,C1,adjective,본능
instinctively,C1,adverb,본능적으로
stylistic,C1,adjective,문체
stylistically,C1,adverb,문체적으로
inheritance,C1,noun,계승
inherent,C1,adjective,고유
inherently,C1,adverb,본질적으로
spontaneous,C1,adjective,자발적인
spontaneously,C1,adverb,자발적으로
honk,C1,verb,울리다
goose,C1,noun,거위
innovate,C1,verb,받아 들여 쓰다
connoisseur,C1,noun,감정가
abstraction,C1,noun,추출
tantrum,C1,noun,언짢은 기분
discard,C1,verb,버리다
fatality,C1,noun,숙명
stiffen,C1,verb,고집 세게 되다
wooded,C1,adjective,나무가 우거진
flatter,C1,verb,즐겁게 하다
flattery,C1,noun,아첨
aimless,C1,adjective,목적이없는
aimlessly,C1,adverb,객관적으로
meaningless,C1,adjective,무의미한
meaninglessly,C1,adverb,무의미하게
candid,C1,adjective,솔직한
candidly,C1,adverb,솔직하게
vitality,C1,noun,활력
provoke,C1,verb,화나게 하다
provocative,C1,adjective,성나게 하는
provocatively,C1,adverb,도발적으로
clench,C1,verb,꽉 쥐다
haggle,C1,verb,흥정
scorn,C1,noun,경멸
scornful,C1,adjective,경멸적
scornfully,C1,adverb,경멸적으로
animatedly,C1,adverb,애니메이션
obscure,C1,verb,모호
obscurely,C1,adverb,모호하게
elevate,C1,verb,올리다
elevation,C1,noun,높이
tediously,C1,adverb,지루하게
succession,C1,noun,계승
formality,C1,noun,형식
mountaineer,C1,noun,등산가
pioneer,C1,verb,개척자
quest,C1,noun,탐구
transatlantic,C1,adjective,미국인
rudiments,C1,noun,초보
rudimentary,C1,adjective,기초
immense,C1,adjective,엄청난
immensely,C1,adverb,엄청나게
advisory,C1,adjective,자문
trying,C1,adjective,견딜 수 없는
adrenaline,C1,noun,아드레날린
tinker,C1,verb,땜장이
lavatory,C1,noun,화장실
pinnacle,C1,noun,작은 첨탑
insecure,C1,adjective,불안정한
insecurely,C1,adverb,불안하게
reassure,C1,verb,안심
reassurance,C1,noun,안심
insensitive,C1,adjective,무감각한
insensitively,C1,adverb,무감각하게
profess,C1,verb,공언
drawback,C1,noun,약점
oversee,C1,verb,감독
overseer,C1,noun,감독
estimation,C1,noun,견적
liaison,C1,noun,연락
stressfully,C1,adverb,스트레스로
loom,C1,verb,직조기
notwithstanding,C1,preposition,그럼에도 불구하고
structurally,C1,adverb,구조적으로
structural,C1,adjective,구조적
chauffer,C1,noun,열
sedentary,C1,adjective,앉아 있는
rapport,C1,noun,일치
consultation,C1,noun,상의
consultancy,C1,noun,컨설팅
retention,C1,noun,보유
quarry,C1,noun,채석장
specification,C1,noun,사양
contractor,C1,noun,계약자
possessor,C1,noun,소유자
chill,C1,verb,냉기
chilly,C1,adjective,냉담한
frosty,C1,adjective,싸늘한
frostily,C1,adverb,서리
unmanned,C1,adjective,무인
impersonal,C1,adjective,비인간적
impersonally,C1,adverb,비인간적으로
impersonate,C1,verb,가장하다
impersonator,C1,noun,가장 한 사람
impersonation,C1,noun,인격화
buzzer,C1,noun,버저
desertion,C1,noun,황폐
unoccupied,C1,adjective,사람이 없는
stuffy,C1,adjective,답답한
stuffily,C1,adverb,더 많은
stuffiness,C1,noun,답답함
gape,C1,verb,입을 크게 벌리다
repute,C1,verb,평판
toughness,C1,noun,강인함
plumbing,C1,noun,배관
glum,C1,adjective,무뚝뚝한
glumly,C1,adverb,둔하게
gamely,C1,adverb,투계 같이
dissect,C1,verb,해부
dissection,C1,noun,해부
commend,C1,verb,기리다
commendation,C1,noun,칭찬
thereby,C1,adverb,그것에 의하여
flick,C1,verb,영화
flicker,C1,noun,깜박임
unenviable,C1,adjective,부럽지 않은
unenviably,C1,adverb,불가피하게
allege,C1,verb,주장
bribe,C1,verb,뇌물
bribery,C1,noun,수회
inclusion,C1,noun,포함
inclusive,C1,adjective,포함한
inclusively,C1,adverb,포괄적으로
unconvincing,C1,adjective,납득 시킬 수 없는
unconvincingly,C1,adverb,불신적으로
recharge,C1,verb,재충전
facilitation,C1,noun,간편하게 함
conditional,C1,adjective,가정 어구
conditionally,C1,adverb,조건부
supple,C1,adjective,유연한
manicure,C1,noun,매니큐어
pedicure,C1,noun,페디큐어
facial,C1,adjective,얼굴 마사지
bouquet,C1,noun,꽃다발
refurbish,C1,verb,다시 닦다
refurbishment,C1,noun,보수
grounds,C1,noun,근거
lethargy,C1,noun,혼수
lethargic,C1,adjective,무기력
lethargically,C1,adverb,무기력
stately,C1,adjective,위엄 있는
conserve,C1,verb,보존
conservatory,C1,noun,온실
disquieting,C1,adjective,불쾌한
fiercely,C1,adverb,사납게
grapefruit,C1,noun,포도
exotically,C1,adverb,이국적으로
flask,C1,noun,플라스크
spacious,C1,adjective,널찍한
gourmet,C1,adjective,식도락가
conjure,C1,verb,문질러
creamy,C1,adjective,크림
sauna,C1,noun,찜질방
remedial,C1,adjective,치료
posture,C1,noun,자세
sedate,C1,verb,차분한
sedately,C1,adverb,침착하게
clutch,C1,verb,클러치
staggering,C1,adjective,비틀 거리는
dutiful,C1,adjective,충실한
dutifully,C1,adverb,정직하게
calorie,C1,noun,칼로리
fabulously,C1,adverb,훌륭하게
premises,C1,noun,가옥
eclectic,C1,adjective,절충주의
eclectically,C1,adverb,절충적으로
revere,C1,verb,존경하다
recognizable/recognisable,C1,adjective,인식 가능한
batter,C1,verb,반죽
unreliably,C1,adverb,틀림없이
waterfront,C1,noun,해안가
amply,C1,adverb,충분히
amplification,C1,noun,확대
battered,C1,adjective,오래 써서 낡은
comply,C1,verb,응하다
compliance,C1,noun,규정 준수
compliant,C1,adjective,준수
compliantly,C1,adverb,준수하게
blankness,C1,noun,공백
exuberant,C1,adjective,무성한
exuberance,C1,noun,충일
exuberantly,C1,adverb,활기차게
linear,C1,adjective,선의
linearly,C1,adverb,선형
flourish,C1,noun,융성
anchored,C1,adjective,고정
domination,C1,noun,지배
dominant,C1,adjective,우성
dominantly,C1,adverb,지배적
interjection,C1,noun,감탄사
gush,C1,verb,거쉬
gushing,C1,adjective,분출
gushingly,C1,adverb,거친
voracious,C1,adjective,거대한
voraciously,C1,adverb,무력하게
sketchbook,C1,noun,수필집
prop,C1,verb,소품
imp,C1,noun,꼬마 도깨비
impish,C1,adjective,작은 악마 같은
impishly,C1,adverb,욕설
wicked,C1,adjective,사악한
wickedly,C1,adverb,나쁘게
macabre,C1,adjective,무시무시한
gusto,C1,noun,맛
tantamount,C1,adjective,동등한
antics,C1,noun,장난
relapse,C1,verb,재발
impede,C1,verb,방해
impediment,C1,noun,방해
taut,C1,adjective,긴장된
tautly,C1,adverb,팽팽하게
jersey,C1,noun,저지
startling,C1,adjective,놀라운
startlingly,C1,adverb,놀랍게도
slack,C1,verb,느슨하게
slackly,C1,adverb,느슨하게
unwavering,C1,adjective,흔들리지 않는
unwaveringly,C1,adverb,어리석게
removed,C1,adjective,제거됨
buffoon,C1,noun,부푼
beguiling,C1,adjective,속이는
beguilingly,C1,adverb,끔찍하게
blithely,C1,adverb,어리석게
stray,C1,verb,흩어진
mythological,C1,adjective,신화
mythology,C1,noun,신화학
venerate,C1,verb,존경하다
veneration,C1,noun,존경
ethical,C1,adjective,윤리적
ethically,C1,adverb,윤리적으로
heroine,C1,noun,여걸
refreshing,C1,adjective,상쾌한
zany,C1,adjective,익살스러운
devotee,C1,noun,신봉자
salve,C1,noun,고약
salvation,C1,noun,구원
salvage,C1,verb,구제
staccato,C1,adjective,단음
verve,C1,noun,기백
motley,C1,adjective,뒤범벅
preach,C1,verb,설교
preacher,C1,noun,설교자
justly,C1,adverb,바르게
wry,C1,adjective,찡그린
poetess,C1,noun,시인
confide,C1,verb,혼란
sentient,C1,adjective,마음
sentiment,C1,noun,감정
sentimental,C1,adjective,감상
sentimentally,C1,adverb,감상적으로
tangle,C1,verb,얽힘
tangled,C1,adjective,얽힌
untangle,C1,verb,풀다
untangled,C1,adjective,풀린
perceptive,C1,adjective,지각하는
perceptively,C1,adverb,지각적으로
outset,C1,noun,시초
tycoon,C1,noun,대군
engross,C1,verb,그로스
engrossing,C1,adjective,매력적인
detritus,C1,noun,암설
detriment,C1,noun,상해
detrimental,C1,adjective,해로운
detrimentally,C1,adverb,유해하게
domestically,C1,adverb,국내
domesticate,C1,verb,주택
domestication,C1,noun,길들임
eccentrically,C1,adverb,편심
render,C1,verb,세우다
rendering,C1,noun,표현
tailor,C1,noun,재단사
personalize/personalise,C1,verb,개인화하다
personalization/personalisation,C1,noun,개인화
limitless,C1,adjective,무한
apprentice,C1,noun,도제
apprenticeship,C1,noun,견습
precision,C1,noun,정도
silhouette,C1,noun,실루엣
nondescript,C1,adjective,정체 모를 것
negligible,C1,adjective,무시할 수 없는
negligent,C1,adjective,과실
negligently,C1,adverb,부주의하게
principally,C1,adverb,주로
altruism,C1,noun,애타 주의
altruistic,C1,adjective,이타적인
scenario,C1,noun,대본
voluntary,C1,adjective,자발적인
voluntarily,C1,adverb,자발적으로
reap,C1,verb,받다
paternal,C1,adjective,친자
maternal,C1,adjective,모성
maternalistic,C1,adjective,모성
paternalistic,C1,adjective,부계주의
provisions,C1,noun,식량
injustice,C1,noun,부당
impoverished,C1,adjective,빈곤층
unsustainable,C1,adjective,지속 불가능한
unsustainably,C1,adverb,지속할 수 없게
sustainable,C1,adjective,지속 가능한
sustainably,C1,adverb,지속 가능하게
bypass,C1,verb,우회로
cynic,C1,noun,비꼬는 사람
cynical,C1,adjective,냉소적
cynically,C1,adverb,냉소적으로
cynicism,C1,noun,냉소
sarcasm,C1,noun,풍자
sarcastic,C1,adjective,냉소
sarcastically,C1,adverb,냉소적으로
misplace,C1,verb,잘못 놓다
symptomatic,C1,adjective,증상
degrade,C1,verb,저하
degrading,C1,adjective,타락
degradation,C1,noun,하락
discourse,C1,noun,담화
amid,C1,preposition,가운데에
hedgehog,C1,noun,고슴도치
nocturnal,C1,adjective,야행성
hibernate,C1,verb,최대 절전 모드
hibernation,C1,noun,동면
convict,C1,verb,죄수
conviction,C1,noun,확신
latent,C1,adjective,숨어있는
snooze,C1,verb,선잠
classy,C1,adjective,고급
wrench,C1,verb,"비틀기, 꼬기"
reminisce,C1,verb,회상
reminiscent,C1,adjective,회상
intuit,C1,verb,직관
intuition,C1,noun,직관
intuitive,C1,adjective,직관적인
intuitively,C1,adverb,직관적으로
marginal,C1,adjective,가장자리의
marginally,C1,adverb,조금
crude,C1,adjective,조잡한
crudely,C1,adverb,조잡하게
strap,C1,noun,견장
strapping,C1,adjective,반창고
scoff,C1,verb,비웃다
fiddly,C1,adjective,충실하게
fiddler,C1,noun,바이올리니스트
unmusical,C1,adjective,비음악적인
unmusically,C1,adverb,비음악적으로
repertory,C1,noun,레퍼토리
concerto,C1,noun,콘체르토
premier,C1,adjective,수상
fanatic,C1,noun,광신자
fanatically,C1,adverb,광신적으로
acoustically,C1,adverb,음향적으로
acoustic,C1,adjective,음향학
acoustics,C1,noun,음향학
compromised,C1,adjective,타협
daunt,C1,verb,도트
daunting,C1,adjective,어려운
realist,C1,noun,현실 주의자
realism,C1,noun,실재론
recess,C1,noun,휴게
recessive,C1,adjective,열성
prolific,C1,adjective,많은
prolifically,C1,adverb,특히
proliferate,C1,verb,확산
fragmentation,C1,noun,분열
astray,C1,adverb,타락
duration,C1,noun,지속
durable,C1,adjective,튼튼한
likelihood,C1,noun,있을 수 있는 일
naive,C1,adjective,순진한
naively,C1,adverb,순진하게
naivety,C1,noun,해군
impervious,C1,adjective,통하지 않는
ludicrous,C1,adjective,쑥스러운
ludicrously,C1,adverb,우스꽝스럽게
cost-effective,C1,adjective,비용 효율적인
gruesome,C1,adjective,끔찍한
gruesomely,C1,adverb,끔찍하게
envisage,C1,verb,구상
screenwriter,C1,noun,시나리오 작가
mingle,C1,verb,섞다
churn,C1,verb,휘젓다
buffer,C1,verb,완충기
irate,C1,adjective,화나게
irately,C1,adverb,어리석은
docile,C1,adjective,온순한
docilely,C1,adverb,도리하게
fiend,C1,noun,악마
fiendish,C1,adjective,악마 같은
fiendishly,C1,adverb,맛있게
transfix,C1,verb,찌르다
gypsy,C1,noun,집시
temperament,C1,noun,기질
temperamental,C1,adjective,기질
temperamentally,C1,adverb,기본적으로
screenplay,C1,noun,시나리오
disillusionment,C1,noun,환멸
demise,C1,noun,권리 양도
raunchy,C1,adjective,야만적 인
raunchily,C1,adverb,야만적
overdraft,C1,verb,당좌 대월
synopsis,C1,noun,개요
renown,C1,noun,명성
contested,C1,adjective,경쟁
verandah,C1,noun,베란다
occupational,C1,adjective,직업
verdict,C1,noun,평결
ventilate,C1,verb,환기
ventilation,C1,noun,통풍
occupant,C1,noun,점유자
radiator,C1,noun,라디에이터
homely,C1,adjective,검소한
bureaucratic,C1,adjective,관료적
bureaucratically,C1,adverb,관료적으로
adjustable,C1,adjective,조절할 수 있는
fatigue,C1,noun,피로
muscular,C1,adjective,근육
versatile,C1,adjective,변하기 쉬운
versatility,C1,noun,다재
stimuli,C1,noun,자극
uninspiring,C1,adjective,영감을 얻지 못하는
mutually,C1,adverb,서로
somber,C1,adjective,어두침침한
sombrely,C1,adverb,침울하게
clutter,C1,noun,어지럽게 흩어져 있는 것
dislodge,C1,verb,탈퇴
carpenter,C1,noun,목수
carpentry,C1,noun,목공
transit,C1,noun,운송
plummet,C1,verb,떨어지다
circulate,C1,verb,돌리다
circulation,C1,noun,순환
demography,C1,noun,인구 통계학
demographic,C1,adjective,인구 통계
demographically,C1,adverb,인구 통계 학적
phenomenal,C1,adjective,경이로운
phenomenally,C1,adverb,경이롭게
prophet,C1,noun,예언자
prophetic,C1,adjective,예언적
firewall,C1,noun,방화벽
invoice,C1,noun,송장
demolition,C1,noun,파괴
demo,C1,noun,데모
gig,C1,noun,작살
socialization,C1,noun,사회화
antiquity,C1,noun,유물
antiquated,C1,adjective,구식
restoration,C1,noun,복구
restorative,C1,adjective,강장제
rotate,C1,verb,회전하다
coupled,C1,adjective,결합
itinerary,C1,noun,여정
charter,C1,verb,전세
terrain,C1,noun,지역
resilient,C1,adjective,탄력성
resilience,C1,noun,회복력
enterprising,C1,adjective,진취적인
integral,C1,adjective,완전한
canoe,C1,noun,카누
magnetic,C1,adjective,자기
magnetism,C1,noun,자기
magnetically,C1,adverb,자기적으로
credible,C1,adjective,신뢰할 수 있는
